Ano de eleição;Cargo;Código município;Cor/raça;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nome candidato;Número candidato;Ocupação;Partido;Região;Situação totalização;Turno;UF;Zona;Votos válidos;Votos nominais;Data de carga
2018;Governador;97012;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASÍLIA;IBANEIS ROCHA BARROS JUNIOR;15;Advogado;MDB;CENTRO-OESTE;Segundo turno;1;DF;5;91657;38855;2024-11-13 10:56:11
2018;Governador;97012;Branca;Divorciado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;ROGÉRIO SCHUMANN ROSSO;55;Deputado;PSD;CENTRO-OESTE;Não Eleito;1;DF;4;66207;8768;2024-11-13 10:56:11
2018;Governador;97012;Branca;Casado(a);65 a 69 anos;Masculino;Superior completo;BRASÍLIA;PAULO CHAGAS;44;Militar Reformado;PRP;CENTRO-OESTE;Não Eleito;1;DF;9;91828;7437;2024-11-13 10:56:11
2018;Governador;97012;Branca;Divorciado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;ROGÉRIO SCHUMANN ROSSO;55;Deputado;PSD;CENTRO-OESTE;Não Eleito;1;DF;14;75735;4747;2024-11-13 10:56:11
2018;Governador;97012;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;BRASÍLIA;ALEXANDRE FREIRE GUERRA;30;Advogado;NOVO;CENTRO-OESTE;Não Eleito;1;DF;16;101157;1751;2024-11-13 10:56:11
2018;Governador;97012;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;BRASÍLIA;RODRIGO SOBRAL ROLLEMBERG;40;Servidor Público Federal;PSB;CENTRO-OESTE;Segundo turno;1;DF;20;54155;6014;2024-11-13 10:56:11
2018;Senador;97012;Branca;Divorciado(a);60 a 64 anos;Masculino;Superior completo;BRASÍLIA;ATILA MAIA DA ROCHA;281;Membro das Forças Armadas;PRTB;CENTRO-OESTE;Não Eleito;1;DF;4;111310;5322;2024-11-13 10:56:11
2018;Senador;97012;Branca;Casado(a);65 a 69 anos;Masculino;Superior completo;BRASÍLIA;WASNY NAKLE DE ROURE;131;Deputado;PT;CENTRO-OESTE;Não Eleito;1;DF;2;130323;9413;2024-11-13 10:56:11
2018;Senador;97012;Parda;Casado(a);60 a 64 anos;Masculino;Superior incompleto;BRASÍLIA;FERNANDO DE CASTRO MARQUES;777;Empresário;SOLIDARIEDADE;CENTRO-OESTE;Não Eleito;1;DF;2;130323;6669;2024-11-13 10:56:11
2018;Senador;97012;Branca;Divorciado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;FRANCISCO LEITE DE OLIVEIRA;180;Servidor Público Federal;REDE;CENTRO-OESTE;Não Eleito;1;DF;9;162599;13084;2024-11-13 10:56:11
2018;Senador;97012;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;BRASÍLIA;FRANCISCO CLAUDIO CORREA MEYER SANT'ANNA;501;Jornalista e Redator;PSOL;CENTRO-OESTE;Não Eleito;1;DF;10;141770;896;2024-11-13 10:56:11
2018;Senador;97012;Preta;Solteiro(a);35 a 39 anos;Masculino;Superior completo;BRASÍLIA;MARIVALDO DE CASTRO PEREIRA;500;Servidor Público Federal;PSOL;CENTRO-OESTE;Não Eleito;1;DF;13;157206;2804;2024-11-13 10:56:11
2018;Senador;97012;Parda;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;FADI FAYEZ FARAJ;444;Sacerdote ou Membro de Ordem ou Seita Religiosa;PRP;CENTRO-OESTE;Não Eleito;1;DF;16;171398;18810;2024-11-13 10:56:11
2018;Senador;97012;Branca;Casado(a);45 a 49 anos;Feminino;Superior incompleto;BRASÍLIA;LEILA GOMES DE BARROS RÊGO;408;Atleta Profissional e Técnico em Desportos;PSB;CENTRO-OESTE;Eleito;1;DF;17;148184;23449;2024-11-13 10:56:11
2018;Senador;97012;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;BRASÍLIA;IZALCI LUCAS FERREIRA;456;Deputado;PSDB;CENTRO-OESTE;Eleito;1;DF;17;148184;23283;2024-11-13 10:56:11
2018;Deputado Federal;97012;Indígena;Solteiro(a);35 a 39 anos;Masculino;Ensino Fundamental completo;BRASÍLIA;OSVALDO ROSA DA SILVA JUNIOR;5000;Artesão;PSOL;CENTRO-OESTE;Não Eleito;1;DF;1;53390;37;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Solteiro(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;ANGELO BALBINO SOARES PEREIRA;5016;Professor de Ensino Médio;PSOL;CENTRO-OESTE;Não Eleito;1;DF;2;70934;12;2024-11-13 10:56:11
2018;Deputado Federal;97012;Preta;Solteiro(a);30 a 34 anos;Feminino;Superior completo;BRASÍLIA;VIVIANE GOMES LIMA;5433;Administrador;PPL;CENTRO-OESTE;Não Eleito;1;DF;2;70934;2;2024-11-13 10:56:11
2018;Deputado Federal;97012;Parda;Solteiro(a);50 a 54 anos;Masculino;Superior incompleto;BRASÍLIA;HENRIQUE ANTONIO RODRIGUES DE OLIVEIRA;5412;Outros;PPL;CENTRO-OESTE;Não Eleito;1;DF;1;53390;5;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;BRASÍLIA;FLÁVIO WERNECK MENEGUELLI;3131;Servidor Público Federal;PHS;CENTRO-OESTE;Não Eleito;1;DF;2;70934;529;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Casado(a);55 a 59 anos;Feminino;Ensino Fundamental completo;BRASÍLIA;MARIA DA CONSOLAÇÃO FERREIRA DA PONTE LIMA;3199;Sacerdote ou Membro de Ordem ou Seita Religiosa;PHS;CENTRO-OESTE;Não Eleito;1;DF;1;53390;6;2024-11-13 10:56:11
2018;Deputado Federal;97012;Parda;Casado(a);50 a 54 anos;Feminino;Superior completo;BRASÍLIA;SAMIA WALESKA PEREIRA BARBOSA DE CARVALHO;3677;Advogado;PTC;CENTRO-OESTE;Não Eleito;1;DF;2;70934;61;2024-11-13 10:56:11
2018;Deputado Federal;97012;Parda;Casado(a);60 a 64 anos;Feminino;Superior completo;BRASÍLIA;MEIRE LÚCIA GOMES MONTEIRO MOTA COELHO;1555;Advogado;MDB;CENTRO-OESTE;Suplente;1;DF;2;70934;133;2024-11-13 10:56:11
2018;Deputado Federal;97012;Parda;Casado(a);30 a 34 anos;Feminino;Superior completo;BRASÍLIA;ANJULI TOSTES FARIA;5005;Advogado;PSOL;CENTRO-OESTE;Não Eleito;1;DF;3;48372;97;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;BRASÍLIA;ROGÉRIO DA VEIGA;5061;Servidor Público Federal;PSOL;CENTRO-OESTE;Não Eleito;1;DF;3;48372;20;2024-11-13 10:56:11
2018;Deputado Federal;97012;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;BRASÍLIA;ANTONIO SABINO DE VASCONCELOS NETO;1313;Servidor Público Federal;PT;CENTRO-OESTE;Suplente;1;DF;3;48372;550;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Solteiro(a);50 a 54 anos;Masculino;Ensino Médio completo;BRASÍLIA;OLAIR FRANCISCO;1111;Empresário;PP;CENTRO-OESTE;Suplente;1;DF;3;48372;1000;2024-11-13 10:56:11
2018;Deputado Federal;97012;Parda;Casado(a);55 a 59 anos;Feminino;Superior completo;BRASÍLIA;MARIA DE FATIMA BRITO VOGT;9001;Médico;PROS;CENTRO-OESTE;Não Eleito;1;DF;3;48372;53;2024-11-13 10:56:11
2018;Deputado Federal;97012;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASÍLIA;FRANCISCO LUCIO PEREIRA FILHO;2277;Outros;PR;CENTRO-OESTE;Suplente;1;DF;3;48372;201;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Casado(a);50 a 54 anos;Masculino;Superior incompleto;BRASÍLIA;ANTONIO JORGE CARDOSO DE OLIVEIRA;5001;Sacerdote ou Membro de Ordem ou Seita Religiosa;PSOL;CENTRO-OESTE;Não Eleito;1;DF;4;62778;49;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Solteiro(a);35 a 39 anos;Feminino;Superior completo;BRASÍLIA;ELCIMARA AUGUSTO DE SOUZA;1616;Servidor Público Federal;PSTU;CENTRO-OESTE;Não Eleito;1;DF;4;62778;17;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Solteiro(a);50 a 54 anos;Masculino;Ensino Médio completo;BRASÍLIA;OLAIR FRANCISCO;1111;Empresário;PP;CENTRO-OESTE;Suplente;1;DF;4;62778;665;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Solteiro(a);25 a 29 anos;Masculino;Superior incompleto;BRASÍLIA;LEONARDO SILVA BORGES;4510;Empresário;PSDB;CENTRO-OESTE;Suplente;1;DF;4;62778;34;2024-11-13 10:56:11
2018;Deputado Federal;97012;Parda;Solteiro(a);50 a 54 anos;Masculino;Ensino Fundamental completo;BRASÍLIA;JOSIVALDO FEITOSA DA SILVA;2710;Outros;DC;CENTRO-OESTE;Não Eleito;1;DF;4;62778;101;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Solteiro(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;ANGELO BALBINO SOARES PEREIRA;5016;Professor de Ensino Médio;PSOL;CENTRO-OESTE;Não Eleito;1;DF;5;87140;24;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;BRASÍLIA;ROBERTO CARLOS PINHEIRO SOUSA;1322;Bombeiro Militar;PT;CENTRO-OESTE;Suplente;1;DF;5;87140;39;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;BRASÍLIA;JOSE OSCAR DA SILVA;4455;Advogado;PRP;CENTRO-OESTE;Suplente;1;DF;5;87140;169;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Solteiro(a);25 a 29 anos;Masculino;Superior completo;BRASÍLIA;JOAQUIM DOMINGOS RORIZ NETO;9015;Outros;PROS;CENTRO-OESTE;Não Eleito;1;DF;5;87140;1463;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Divorciado(a);50 a 54 anos;Feminino;Superior completo;BRASÍLIA;RAQUEL COSTA RIBEIRO;2233;Advogado;PR;CENTRO-OESTE;Suplente;1;DF;5;87140;29;2024-11-13 10:56:11
2018;Deputado Federal;97012;Parda;Separado(a) judicialmente;55 a 59 anos;Feminino;Superior completo;BRASÍLIA;MARIA AMERICA MENEZES BONFIM HAMU;1310;Professor de Ensino Fundamental;PT;CENTRO-OESTE;Suplente;1;DF;6;87065;490;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Casado(a);40 a 44 anos;Feminino;Superior completo;BRASÍLIA;ELISÂNGELA MACHADO DOS SANTOS DE FREITAS;4477;Jornalista e Redator;PRP;CENTRO-OESTE;Suplente;1;DF;6;87065;535;2024-11-13 10:56:11
2018;Deputado Federal;97012;Parda;Casado(a);75 a 79 anos;Masculino;Superior completo;BRASÍLIA;JUSTINO CARVALHO DA SILVA;2215;Servidor Público Federal;PR;CENTRO-OESTE;Suplente;1;DF;6;87065;2;2024-11-13 10:56:11
2018;Presidente;97012;Branca;Solteiro(a);35 a 39 anos;Masculino;Superior completo;BRASÍLIA;GUILHERME CASTRO BOULOS;50;Historiador;PSOL;CENTRO-OESTE;Não Eleito;1;DF;1;62448;601;2024-11-13 10:56:11
2018;Presidente;97012;Preta;Casado(a);50 a 54 anos;Feminino;Superior completo;BRASÍLIA;VERA LUCIA PEREIRA DA SILVA SALGADO;16;Outros;PSTU;CENTRO-OESTE;Não Eleito;1;DF;1;62448;22;2024-11-13 10:56:11
2018;Presidente;97012;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;BRASÍLIA;JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO;30;Engenheiro;NOVO;CENTRO-OESTE;Não Eleito;1;DF;4;71147;1009;2024-11-13 10:56:11
2018;Presidente;97012;Preta;Casado(a);50 a 54 anos;Feminino;Superior completo;BRASÍLIA;VERA LUCIA PEREIRA DA SILVA SALGADO;16;Outros;PSTU;CENTRO-OESTE;Não Eleito;1;DF;9;96816;55;2024-11-13 10:56:11
2018;Presidente;97012;Branca;Solteiro(a);35 a 39 anos;Masculino;Superior completo;BRASÍLIA;GUILHERME CASTRO BOULOS;50;Historiador;PSOL;CENTRO-OESTE;Não Eleito;1;DF;10;86412;606;2024-11-13 10:56:11
2018;Presidente;97012;Preta;Casado(a);50 a 54 anos;Feminino;Superior completo;BRASÍLIA;VERA LUCIA PEREIRA DA SILVA SALGADO;16;Outros;PSTU;CENTRO-OESTE;Não Eleito;1;DF;10;86412;35;2024-11-13 10:56:11
2018;Presidente;97012;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;BRASÍLIA;JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO;30;Engenheiro;NOVO;CENTRO-OESTE;Não Eleito;1;DF;20;57781;1012;2024-11-13 10:56:11
2018;Presidente;97012;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;BRASÍLIA;JAIR MESSIAS BOLSONARO;17;Membro das Forças Armadas;PSL;CENTRO-OESTE;Eleito;2;DF;14;74062;45284;2024-11-13 10:56:11
2018;Presidente;97012;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;BRASÍLIA;JAIR MESSIAS BOLSONARO;17;Membro das Forças Armadas;PSL;CENTRO-OESTE;Eleito;2;DF;16;104150;73789;2024-11-13 10:56:11
2018;Governador;97012;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;BRASÍLIA;JULIO FLAVIO GAMEIRO MIRAGAYA;13;Economista;PT;CENTRO-OESTE;Não Eleito;1;DF;8;94407;4060;2024-11-13 10:56:11
2018;Presidente;97012;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;BRASÍLIA;BENEVENUTO DACIOLO FONSECA DOS SANTOS;51;Deputado;PATRI;CENTRO-OESTE;Não Eleito;1;DF;1;62448;297;2024-11-13 10:56:11
2018;Presidente;97012;Branca;Casado(a);60 a 64 anos;Masculino;Superior incompleto;BRASÍLIA;JOÃO VICENTE FONTELLA GOULART;54;Escritor e Crítico;PPL;CENTRO-OESTE;Não Eleito;1;DF;3;54510;29;2024-11-13 10:56:11
2018;Presidente;97012;Branca;Casado(a);60 a 64 anos;Masculino;Superior incompleto;BRASÍLIA;JOÃO VICENTE FONTELLA GOULART;54;Escritor e Crítico;PPL;CENTRO-OESTE;Não Eleito;1;DF;4;71147;43;2024-11-13 10:56:11
2018;Presidente;97012;Branca;Casado(a);75 a 79 anos;Masculino;Superior completo;BRASÍLIA;JOSE MARIA EYMAEL;27;Empresário;DC;CENTRO-OESTE;Não Eleito;1;DF;4;71147;39;2024-11-13 10:56:11
2018;Presidente;97012;Branca;Solteiro(a);35 a 39 anos;Masculino;Superior completo;BRASÍLIA;GUILHERME CASTRO BOULOS;50;Historiador;PSOL;CENTRO-OESTE;Não Eleito;1;DF;9;96816;768;2024-11-13 10:56:11
2018;Presidente;97012;Branca;Casado(a);65 a 69 anos;Masculino;Superior completo;BRASÍLIA;GERALDO JOSÉ RODRIGUES ALCKMIN FILHO;45;Médico;PSDB;CENTRO-OESTE;Não Eleito;1;DF;11;57878;1691;2024-11-13 10:56:11
2018;Presidente;97012;Branca;Casado(a);75 a 79 anos;Masculino;Superior completo;BRASÍLIA;JOSE MARIA EYMAEL;27;Empresário;DC;CENTRO-OESTE;Não Eleito;1;DF;11;57878;36;2024-11-13 10:56:11
2018;Presidente;97012;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;BRASÍLIA;JAIR MESSIAS BOLSONARO;17;Membro das Forças Armadas;PSL;CENTRO-OESTE;Segundo turno;1;DF;17;93443;55508;2024-11-13 10:56:11
2018;Presidente;97012;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;BRASÍLIA;JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO;30;Engenheiro;NOVO;CENTRO-OESTE;Não Eleito;1;DF;18;88638;3093;2024-11-13 10:56:11
2018;Presidente;97012;Preta;Casado(a);50 a 54 anos;Feminino;Superior completo;BRASÍLIA;VERA LUCIA PEREIRA DA SILVA SALGADO;16;Outros;PSTU;CENTRO-OESTE;Não Eleito;1;DF;21;81759;49;2024-11-13 10:56:11
2018;Presidente;97012;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;BRASÍLIA;JAIR MESSIAS BOLSONARO;17;Membro das Forças Armadas;PSL;CENTRO-OESTE;Eleito;2;DF;8;97950;67795;2024-11-13 10:56:11
2018;Presidente;97012;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;BRASÍLIA;JAIR MESSIAS BOLSONARO;17;Membro das Forças Armadas;PSL;CENTRO-OESTE;Eleito;2;DF;21;79778;57955;2024-11-13 10:56:11
2018;Governador;97012;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;BRASÍLIA;JOÃO ALBERTO FRAGA SILVA;25;Policial Militar;DEM;CENTRO-OESTE;Não Eleito;1;DF;14;75735;1798;2024-11-13 10:56:11
2018;Governador;97012;Branca;Casado(a);65 a 69 anos;Masculino;Superior completo;BRASÍLIA;PAULO CHAGAS;44;Militar Reformado;PRP;CENTRO-OESTE;Não Eleito;1;DF;14;75735;9500;2024-11-13 10:56:11
2018;Senador;97012;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;BRASÍLIA;MARCELO DA COSTA PINTO NEVES;133;Advogado;PT;CENTRO-OESTE;Não Eleito;1;DF;1;103351;3052;2024-11-13 10:56:11
2018;Senador;97012;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;BRASÍLIA;FRANCISCO CLAUDIO CORREA MEYER SANT'ANNA;501;Jornalista e Redator;PSOL;CENTRO-OESTE;Não Eleito;1;DF;5;160143;1059;2024-11-13 10:56:11
2018;Senador;97012;Parda;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;FADI FAYEZ FARAJ;444;Sacerdote ou Membro de Ordem ou Seita Religiosa;PRP;CENTRO-OESTE;Não Eleito;1;DF;11;102057;8230;2024-11-13 10:56:11
2018;Senador;97012;Parda;Casado(a);60 a 64 anos;Masculino;Superior completo;BRASÍLIA;EVERARDO ALVES RIBEIRO;333;Magistrado;PMN;CENTRO-OESTE;Não Eleito;1;DF;11;102057;1414;2024-11-13 10:56:11
2018;Senador;97012;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;BRASÍLIA;IZALCI LUCAS FERREIRA;456;Deputado;PSDB;CENTRO-OESTE;Eleito;1;DF;16;171398;29716;2024-11-13 10:56:11
2018;Deputado Federal;97012;Preta;Solteiro(a);21 a 24 anos;Masculino;Superior completo;BRASÍLIA;ERICK VINICIUS ANDRADE DA ROCHA;5055;Outros;PSOL;CENTRO-OESTE;Não Eleito;1;DF;4;62778;27;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;BRASÍLIA;LUIZ FERNANDO CASTELO BRANCO REBELLO HORTA;1317;Outros;PT;CENTRO-OESTE;Suplente;1;DF;4;62778;6;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Viúvo(a);65 a 69 anos;Masculino;Superior completo;BRASÍLIA;EDIMAR PIRENEUS CARDOSO;1577;Servidor Público Civil Aposentado;MDB;CENTRO-OESTE;Suplente;1;DF;4;62778;65;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Divorciado(a);55 a 59 anos;Masculino;Superior completo;BRASÍLIA;NEWTON LINS TEIXEIRA DE CARVALHO;1717;Advogado;PSL;CENTRO-OESTE;Suplente;1;DF;1;53390;407;2024-11-13 10:56:11
2018;Deputado Federal;97012;Parda;Divorciado(a);45 a 49 anos;Feminino;Ensino Médio completo;BRASÍLIA;ANDREIA DE MEDEIROS GOMES;7099;Enfermeiro;AVANTE;CENTRO-OESTE;Suplente;1;DF;1;53390;128;2024-11-13 10:56:11
2018;Deputado Federal;97012;Parda;Divorciado(a);45 a 49 anos;Feminino;Ensino Médio completo;BRASÍLIA;ANDREIA DE MEDEIROS GOMES;7099;Enfermeiro;AVANTE;CENTRO-OESTE;Suplente;1;DF;4;62778;62;2024-11-13 10:56:11
2018;Deputado Federal;97012;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASÍLIA;ISANIL FRANCISCO GUALBERTO;7000;Bombeiro Militar;AVANTE;CENTRO-OESTE;Suplente;1;DF;3;48372;33;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Divorciado(a);55 a 59 anos;Feminino;Superior completo;BRASÍLIA;BEATRIZ KICIS TORRENTS DE SORDI;4417;Advogado;PRP;CENTRO-OESTE;Eleito;1;DF;1;53390;6021;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Casado(a);65 a 69 anos;Masculino;Superior completo;BRASÍLIA;NELSON TADEU FILIPPELLI;1515;Engenheiro;MDB;CENTRO-OESTE;Suplente;1;DF;4;62778;1415;2024-11-13 10:56:11
2018;Deputado Federal;97012;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;BRASÍLIA;FRANCISCO PEREIRA DE SOUSA;7007;Servidor Público Civil Aposentado;AVANTE;CENTRO-OESTE;Suplente;1;DF;3;48372;129;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Solteiro(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;ANGELO BALBINO SOARES PEREIRA;5016;Professor de Ensino Médio;PSOL;CENTRO-OESTE;Não Eleito;1;DF;4;62778;180;2024-11-13 10:56:11
2018;Deputado Federal;97012;Preta;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;BRASÍLIA;ABIAS DE SOUSA SILVA;1300;Outros;PT;CENTRO-OESTE;Suplente;1;DF;4;62778;109;2024-11-13 10:56:11
2018;Deputado Federal;97012;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASÍLIA;ADRIANO CANDIDO DE OLIVEIRA;4493;Bombeiro Militar;PRP;CENTRO-OESTE;Suplente;1;DF;4;62778;283;2024-11-13 10:56:11
