Ano de eleição;Cargo;Código município;Cor/raça;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nome candidato;Número candidato;Ocupação;Partido;Região;Situação totalização;Turno;UF;Zona;Votos válidos;Votos nominais;Data de carga
2002;Deputado Federal;97012;#NE;Divorciado(a);40 a 44 anos;Masculino;Superior completo;BRASILIA;ANTONIO GOMES LEITÃO;2215;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;PL;CENTRO-OESTE;Não Eleito;1;DF;7;31676;1;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Solteiro(a);40 a 44 anos;Masculino;Superior incompleto;BRASILIA;JOSÉ ALBERTO RODRIGUES DE SOUZA;1414;COMERCIANTE;PTB;CENTRO-OESTE;Não Eleito;1;DF;8;58121;83;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);65 a 69 anos;Masculino;Fundamental completo;BRASILIA;FRANCISCO PEREIRA DE LIMA;1416;ESCRITOR E CRITICO;PTB;CENTRO-OESTE;Não Eleito;1;DF;8;58121;63;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASILIA;CARLOS ALBERTO PIO;2313;SERVIDOR PUBLICO FEDERAL;PPS;CENTRO-OESTE;Não Eleito;1;DF;9;74824;141;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASILIA;NELSON TADEU FILIPPELLI;1515;SENADOR, DEPUTADO E VEREADOR;PMDB;CENTRO-OESTE;Eleito;1;DF;9;74824;10719;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASILIA;CAETANO ERNESTO PEREIRA DE ARAÚJO;2322;PROFESSOR DE ENSINO SUPERIOR;PPS;CENTRO-OESTE;Não Eleito;1;DF;10;45310;72;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Divorciado(a);45 a 49 anos;Masculino;Médio completo;BRASILIA;HELIO PEREIRA PINTO;2877;SERVIDOR PUBLICO FEDERAL;PRTB;CENTRO-OESTE;Não Eleito;1;DF;9;74824;77;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);65 a 69 anos;Masculino;Fundamental completo;BRASILIA;FRANCISCO PEREIRA DE LIMA;1416;ESCRITOR E CRITICO;PTB;CENTRO-OESTE;Não Eleito;1;DF;9;74824;18;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);70 a 74 anos;Masculino;Superior completo;BRASILIA;OSÓRIO ADRIANO FILHO;2512;EMPRESARIO;PFL;CENTRO-OESTE;Suplente;1;DF;10;45310;1076;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);40 a 44 anos;Masculino;Superior incompleto;BRASILIA;ELIEL DE SOUSA MENDES;2223;SERVIDOR PUBLICO ESTADUAL;PL;CENTRO-OESTE;Não Eleito;1;DF;10;45310;419;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASILIA;CAETANO ERNESTO PEREIRA DE ARAÚJO;2322;PROFESSOR DE ENSINO SUPERIOR;PPS;CENTRO-OESTE;Não Eleito;1;DF;11;41540;75;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);70 a 74 anos;Masculino;Superior completo;BRASILIA;OSÓRIO ADRIANO FILHO;2512;EMPRESARIO;PFL;CENTRO-OESTE;Suplente;1;DF;11;41540;591;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASILIA;CAETANO ERNESTO PEREIRA DE ARAÚJO;2322;PROFESSOR DE ENSINO SUPERIOR;PPS;CENTRO-OESTE;Não Eleito;1;DF;12;94666;71;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Solteiro(a);45 a 49 anos;Masculino;Superior completo;BRASILIA;CLAUDIO PEREIRA SANTANA;1355;OUTROS;PT;CENTRO-OESTE;Suplente;1;DF;12;94666;242;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);60 a 64 anos;Masculino;Superior completo;BRASILIA;FABIO AMADEU PEREIRA DA SILVA;1456;MEMBRO DAS FORCAS ARMADAS;PTB;CENTRO-OESTE;Não Eleito;1;DF;12;94666;23;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);40 a 44 anos;Masculino;Superior completo;BRASILIA;AGNELO SANTOS QUEIROZ FILHO;6565;Não informada;PC do B;CENTRO-OESTE;Eleito;1;DF;13;81844;2109;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASILIA;CÍCERO PEREIRA SILVA;4000;PROFESSOR DE ENSINO SUPERIOR;PSB;CENTRO-OESTE;Não Eleito;1;DF;13;81844;6;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);35 a 39 anos;Masculino;Médio incompleto;BRASILIA;LEANDRO BARBOSA DO ESPÍRITO SANTO;2324;CONTADOR;PPS;CENTRO-OESTE;Não Eleito;1;DF;14;88177;4;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Separado(a) judicialmente;45 a 49 anos;Masculino;Superior completo;BRASILIA;MUCIO NOBRE DA COSTA RIBEIRO;2388;SERVIDOR PUBLICO FEDERAL;PPS;CENTRO-OESTE;Não Eleito;1;DF;14;88177;56;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASILIA;GUSTAVO ALBERTO BUSSINGER;4580;ADMINISTRADOR;PSDB;CENTRO-OESTE;Suplente;1;DF;14;88177;68;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Divorciado(a);40 a 44 anos;Masculino;Superior completo;BRASILIA;ANTONIO GOMES LEITÃO;2215;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;PL;CENTRO-OESTE;Não Eleito;1;DF;14;88177;17;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASILIA;JOSÉ MARIA DA COSTA;3123;ADMINISTRADOR;PHS;CENTRO-OESTE;Não Eleito;1;DF;14;88177;510;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);55 a 59 anos;Masculino;Superior completo;BRASILIA;ANTÔNIO CARVALHO DA SILVA;2727;MEDICO;PSDC;CENTRO-OESTE;Não Eleito;1;DF;14;88177;127;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);65 a 69 anos;Masculino;Fundamental completo;BRASILIA;FRANCISCO PEREIRA DE LIMA;1416;ESCRITOR E CRITICO;PTB;CENTRO-OESTE;Não Eleito;1;DF;15;72606;30;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);30 a 34 anos;Masculino;Superior completo;BRASILIA;MAURÍCIO DA CRUZ GOMES;2333;SERVIDOR PUBLICO FEDERAL;PPS;CENTRO-OESTE;Não Eleito;1;DF;16;65736;11;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASILIA;NELSON TADEU FILIPPELLI;1515;SENADOR, DEPUTADO E VEREADOR;PMDB;CENTRO-OESTE;Eleito;1;DF;16;65736;6544;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);40 a 44 anos;Masculino;Superior completo;BRASILIA;LUIS HENRIQUE VITAL BRASIL BOGADO;3113;BANCARIO E ECONOMIARIO;PHS;CENTRO-OESTE;Não Eleito;1;DF;16;65736;10;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);40 a 44 anos;Masculino;Superior completo;BRASILIA;COLEMAR MIRANDA DOS SANTOS;2811;ADMINISTRADOR;PRTB;CENTRO-OESTE;Não Eleito;1;DF;16;65736;4;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);30 a 34 anos;Masculino;Superior completo;BRASILIA;MAURÍCIO DA CRUZ GOMES;2333;SERVIDOR PUBLICO FEDERAL;PPS;CENTRO-OESTE;Não Eleito;1;DF;17;61545;11;2023-06-20 12:13:28
2002;Deputado Distrital;97012;#NE;Casado(a);35 a 39 anos;Masculino;Fundamental incompleto;BRASILIA;VALDENÍSIO PINHEIRO DIAS;17391;COMERCIANTE;PSL;CENTRO-OESTE;Não Eleito;1;DF;1;98496;7;2023-06-20 12:13:28
2002;Deputado Distrital;97012;#NE;Casado(a);40 a 44 anos;Masculino;Superior incompleto;BRASILIA;JOÃO RICARDO NORONHA DA SILVA;25151;PUBLICITARIO;PFL;CENTRO-OESTE;Suplente;1;DF;1;98496;297;2023-06-20 12:13:28
2002;Presidente;97012;#NE;Casado(a);55 a 59 anos;Masculino;Fundamental completo;BRASILIA;LUIZ INACIO LULA DA SILVA;13;OUTROS;PT;CENTRO-OESTE;Segundo turno;1;DF;14;95569;54095;2023-06-20 12:13:28
2002;Presidente;97012;#NE;Casado(a);60 a 64 anos;Masculino;Superior completo;BRASILIA;JOSÉ SERRA;45;SENADOR, DEPUTADO E VEREADOR;PSDB;CENTRO-OESTE;Segundo turno;1;DF;7;32552;5835;2023-06-20 12:13:28
2002;Presidente;97012;#NE;Solteiro(a);45 a 49 anos;Masculino;Médio completo;BRASILIA;JOSÉ MARIA DE ALMEIDA;16;OUTROS;PSTU;CENTRO-OESTE;Não Eleito;1;DF;7;32552;146;2023-06-20 12:13:28
2002;Senador;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASILIA;FREDO EBLING JÚNIOR;656;Não informada;PC do B;CENTRO-OESTE;Não Eleito;1;DF;16;128771;20598;2023-06-20 12:13:28
2002;Governador;97012;#NE;Casado(a);55 a 59 anos;Masculino;Superior completo;BRASILIA;GUILHERME AUGUSTO DA SILVA CARMO TROTTA;28;ADVOGADO;PRTB;CENTRO-OESTE;Não Eleito;1;DF;14;94797;197;2023-06-20 12:13:28
2002;Governador;97012;#NE;Casado(a);55 a 59 anos;Masculino;Superior completo;BRASILIA;CARLOS ALBERTO MÜLLER LIMA TORRES;23;PROFESSOR DE ENSINO SUPERIOR;PPS;CENTRO-OESTE;Não Eleito;1;DF;16;69329;798;2023-06-20 12:13:28
2002;Governador;97012;#NE;Casado(a);55 a 59 anos;Masculino;Superior completo;BRASILIA;CARLOS ALBERTO MÜLLER LIMA TORRES;23;PROFESSOR DE ENSINO SUPERIOR;PPS;CENTRO-OESTE;Não Eleito;1;DF;17;64989;721;2023-06-20 12:13:28
2002;Senador;97012;#NE;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASILIA;GEDALIAS NEVES DA COSTA;223;SERVIDOR PUBLICO CIVIL APOSENTADO;PL;CENTRO-OESTE;Não Eleito;1;DF;4;128956;3097;2023-06-20 12:13:28
2002;Senador;97012;#NE;Divorciado(a);65 a 69 anos;Masculino;Superior completo;BRASILIA;JOFRAN FREJAT;115;MEDICO;PPB;CENTRO-OESTE;Não Eleito;1;DF;8;113657;22799;2023-06-20 12:13:28
2002;Senador;97012;#NE;Casado(a);60 a 64 anos;Masculino;Superior completo;BRASILIA;AURELIO FEITOSA MATTOS FILHO;565;MEMBRO DAS FORCAS ARMADAS;PRONA;CENTRO-OESTE;Não Eleito;1;DF;10;89716;126;2023-06-20 12:13:28
2002;Presidente;97012;#NE;Solteiro(a);45 a 49 anos;Masculino;Médio completo;BRASILIA;JOSÉ MARIA DE ALMEIDA;16;OUTROS;PSTU;CENTRO-OESTE;Não Eleito;1;DF;1;104975;482;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);40 a 44 anos;Masculino;Superior incompleto;BRASILIA;RIVALDO GOMES SPOSITO;3333;COMERCIANTE;PMN;CENTRO-OESTE;Suplente;1;DF;1;97067;11;2023-06-20 12:13:28
2002;Presidente;97012;#NE;Separado(a) judicialmente;45 a 49 anos;Masculino;Superior completo;BRASILIA;CIRO FERREIRA GOMES;23;ADVOGADO;PPS;CENTRO-OESTE;Não Eleito;1;DF;6;64445;8509;2023-06-20 12:13:28
2002;Presidente;97012;#NE;Casado(a);55 a 59 anos;Masculino;Fundamental completo;BRASILIA;LUIZ INACIO LULA DA SILVA;13;OUTROS;PT;CENTRO-OESTE;Segundo turno;1;DF;6;64445;32676;2023-06-20 12:13:28
2002;Governador;97012;#NE;Casado(a);45 a 49 anos;Masculino;Médio completo;BRASILIA;GERALDO MAGELA PEREIRA;13;BANCARIO E ECONOMIARIO;PT;CENTRO-OESTE;Segundo turno;1;DF;1;104079;48484;2023-06-20 12:13:28
2002;Governador;97012;#NE;Casado(a);45 a 49 anos;Masculino;Médio completo;BRASILIA;GERALDO MAGELA PEREIRA;13;BANCARIO E ECONOMIARIO;PT;CENTRO-OESTE;Segundo turno;1;DF;2;51766;14107;2023-06-20 12:13:28
2002;Governador;97012;#NE;Casado(a);45 a 49 anos;Masculino;Médio completo;BRASILIA;GERALDO MAGELA PEREIRA;13;BANCARIO E ECONOMIARIO;PT;CENTRO-OESTE;Segundo turno;1;DF;6;65137;26835;2023-06-20 12:13:28
2002;Governador;97012;#NE;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASILIA;ORLANDO CARIELLO FILHO;16;ARQUITETO;PSTU;CENTRO-OESTE;Não Eleito;1;DF;9;79470;217;2023-06-20 12:13:28
2002;Senador;97012;#NE;Casado(a);65 a 69 anos;Masculino;Superior completo;BRASILIA;CELSON CARLOS BATISTA DE OLIVEIRA;701;Não informada;PT do B;CENTRO-OESTE;Não Eleito;1;DF;4;128956;245;2023-06-20 12:13:28
2002;Senador;97012;#NE;Separado(a) judicialmente;40 a 44 anos;Masculino;Superior completo;BRASILIA;ANTONIO RICARDO MARTINS GUILLEN;161;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;PSTU;CENTRO-OESTE;Não Eleito;1;DF;3;173615;271;2023-06-20 12:13:28
2002;Senador;97012;#NE;Casado(a);50 a 54 anos;Masculino;Superior incompleto;BRASILIA;JOSÉ CASIMIRO SOBRINHO;151;Não informada;PMDB;CENTRO-OESTE;Não Eleito;1;DF;12;185851;1500;2023-06-20 12:13:28
2002;Senador;97012;#NE;Viúvo(a);65 a 69 anos;Masculino;Superior completo;BRASILIA;PAULO IZAIAS DE MACÊDO FILHO;281;MILITAR REFORMADO;PRTB;CENTRO-OESTE;Não Eleito;1;DF;7;61894;22;2023-06-20 12:13:28
2002;Senador;97012;#NE;Separado(a) judicialmente;50 a 54 anos;Masculino;Superior completo;BRASILIA;JOÃO ARNOLFO CARVALHO DE OLIVEIRA;433;ECONOMISTA;PV;CENTRO-OESTE;Não Eleito;1;DF;10;89716;617;2023-06-20 12:13:28
2002;Senador;97012;#NE;Casado(a);35 a 39 anos;Masculino;Superior completo;BRASILIA;GILSON VASCONCELOS DOBBIN;290;SERVIDOR PUBLICO FEDERAL;PCO;CENTRO-OESTE;Não Eleito;1;DF;11;84645;113;2023-06-20 12:13:28
2002;Senador;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASILIA;FREDO EBLING JÚNIOR;656;Não informada;PC do B;CENTRO-OESTE;Não Eleito;1;DF;13;159494;14853;2023-06-20 12:13:28
2002;Senador;97012;#NE;Casado(a);55 a 59 anos;Masculino;Superior completo;BRASILIA;CRISTOVAM RICARDO CAVALCANTI BUARQUE;133;PROFESSOR DE ENSINO SUPERIOR;PT;CENTRO-OESTE;Eleito;1;DF;14;180701;68259;2023-06-20 12:13:28
2002;Senador;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASILIA;FREDO EBLING JÚNIOR;656;Não informada;PC do B;CENTRO-OESTE;Não Eleito;1;DF;17;120667;20520;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);65 a 69 anos;Masculino;Superior completo;BRASILIA;JOSÉ RIBAMAR NUNES;3131;APOSENTADO (EXCETO SERVIDOR PUBLICO);PHS;CENTRO-OESTE;Não Eleito;1;DF;1;97067;41;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Solteiro(a);55 a 59 anos;Masculino;Superior completo;BRASILIA;LUIZ CARLOS SIGMARINGA SEIXAS;1333;ADVOGADO;PT;CENTRO-OESTE;Eleito;1;DF;1;97067;19175;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);55 a 59 anos;Masculino;Superior completo;BRASILIA;DANIEL DE SOUZA PINTO JUNIOR;2611;MILITAR REFORMADO;PAN;CENTRO-OESTE;Não Eleito;1;DF;1;97067;64;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior incompleto;BRASILIA;TARCÍSIO DE FÁTIMA DAS NEVES SILVA;2222;JORNALISTA E REDATOR;PL;CENTRO-OESTE;Não Eleito;1;DF;1;97067;40;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Divorciado(a);40 a 44 anos;Masculino;Fundamental completo;BRASILIA;REGINALDO DE SOUSA VIANA;3636;DESPACHANTE;PTC;CENTRO-OESTE;Não Eleito;1;DF;1;97067;6;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Solteiro(a);50 a 54 anos;Feminino;Superior completo;BRASILIA;MARIA JOSÉ DA CONCEIÇÃO MANINHA;1310;MEDICO;PT;CENTRO-OESTE;Eleito;1;DF;2;49080;3373;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);40 a 44 anos;Masculino;Superior incompleto;BRASILIA;PEDRO CELSO;1398;OUTROS;PT;CENTRO-OESTE;Suplente;1;DF;2;49080;699;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Solteiro(a);55 a 59 anos;Masculino;Superior completo;BRASILIA;LUIZ CARLOS SIGMARINGA SEIXAS;1333;ADVOGADO;PT;CENTRO-OESTE;Eleito;1;DF;2;49080;1817;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Solteiro(a);35 a 39 anos;Masculino;Superior completo;BRASILIA;GIL GUERRA PEREIRA;1415;ADVOGADO;PTB;CENTRO-OESTE;Não Eleito;1;DF;2;49080;4;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Solteiro(a);45 a 49 anos;Feminino;Superior completo;BRASILIA;RAQUEL COLAÇO SALES;2323;PSICOLOGO;PPS;CENTRO-OESTE;Não Eleito;1;DF;3;87889;72;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);40 a 44 anos;Masculino;Superior incompleto;BRASILIA;RIVALDO GOMES SPOSITO;3333;COMERCIANTE;PMN;CENTRO-OESTE;Suplente;1;DF;3;87889;24;2023-06-20 12:13:28
2002;Deputado Federal;97012;#NE;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASILIA;CÍCERO PEREIRA SILVA;4000;PROFESSOR DE ENSINO SUPERIOR;PSB;CENTRO-OESTE;Não Eleito;1;DF;3;87889;12;2023-06-20 12:13:28
