Ano de eleição;Cargo;Código município;Cor/raça;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nome candidato;Número candidato;Ocupação;Partido;Região;Situação totalização;Turno;UF;Zona;Votos válidos;Votos nominais;Data de carga
2006;Deputado Federal;97012;#NE;Casado(a);30 a 34 anos;Masculino;Superior incompleto;BRASÍLIA;WILDEMAR GUIRRA VERAS;1717;Servidor Público Federal;PSL;CENTRO-OESTE;Não Eleito;1;DF;3;92397;118;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;BRASÍLIA;JOSÉ NILTON LOPES;1733;Policial Militar;PSL;CENTRO-OESTE;Não Eleito;1;DF;3;92397;11;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Divorciado(a);40 a 44 anos;Masculino;Superior completo;BRASÍLIA;MARCILIO BORBA DE ARAUJO NOVAES;1110;Outros;PP;CENTRO-OESTE;Não Eleito;1;DF;3;92397;2;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior incompleto;BRASÍLIA;LEVY DA COSTA PÉRES;1221;Policial Militar;PDT;CENTRO-OESTE;Não Eleito;1;DF;4;74030;8;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;BRASÍLIA;GESSITON BEZERRA PEIXOTO;1109;Outros;PP;CENTRO-OESTE;Não Eleito;1;DF;4;74030;3;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASÍLIA;JOSÉ JORGE FREIRE DE ARAUJO;1723;Membro das Forças Armadas;PSL;CENTRO-OESTE;Não Eleito;1;DF;4;74030;8;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);40 a 44 anos;Feminino;Superior completo;BRASÍLIA;MARIA DO SOCORRO OLIVEIRA MARZOLA;5000;Servidor Público Federal;PSOL;CENTRO-OESTE;Não Eleito;1;DF;5;74642;41;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Divorciado(a);55 a 59 anos;Masculino;Superior completo;BRASÍLIA;MILTON CINTRA E SILVA;1919;Administrador;PTN;CENTRO-OESTE;Suplente;1;DF;5;74642;5;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Viúvo(a);45 a 49 anos;Feminino;Superior completo;BRASÍLIA;CLÉRIA AUGUSTA DOS SANTOS;2223;Servidor Público Federal;PL;CENTRO-OESTE;Suplente;1;DF;5;74642;71;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;BRASÍLIA;JOSÉ NILTON LOPES;1733;Policial Militar;PSL;CENTRO-OESTE;Não Eleito;1;DF;5;74642;3;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);55 a 59 anos;Masculino;Ensino Fundamental completo;BRASÍLIA;JOSE FERREIRA NETO;5055;Servidor Público Federal;PSOL;CENTRO-OESTE;Não Eleito;1;DF;6;72678;7;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);30 a 34 anos;Masculino;Superior completo;BRASÍLIA;WESLEY SANTANA LEITE;5093;Bombeiro Militar;PSOL;CENTRO-OESTE;Não Eleito;1;DF;6;72678;11;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Solteiro(a);30 a 34 anos;Masculino;Superior completo;BRASÍLIA;RICARDO NISHIMURA CARNEIRO;1222;Odontólogo;PDT;CENTRO-OESTE;Não Eleito;1;DF;7;33454;22;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Solteiro(a);65 a 69 anos;Feminino;Superior completo;BRASÍLIA;NAIR ALVES DE ANDRADE;1514;Professor de Ensino Médio;PMDB;CENTRO-OESTE;Suplente;1;DF;7;33454;13;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);55 a 59 anos;Feminino;Superior incompleto;BRASÍLIA;JOSINA MARA DE MELO DE LIMA SANTOS XAVIER SILVA DOS ANJOS;1599;Empresário;PMDB;CENTRO-OESTE;Suplente;1;DF;7;33454;2;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);30 a 34 anos;Masculino;Superior completo;BRASÍLIA;CHRISTIAN PERILLIER SCHNEIDER;1444;Servidor Público Federal;PTB;CENTRO-OESTE;Suplente;1;DF;7;33454;85;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Solteiro(a);40 a 44 anos;Masculino;Superior completo;BRASÍLIA;ISMAEL JOSÉ CESAR;1310;Servidor Público Federal;PT;CENTRO-OESTE;Suplente;1;DF;9;78838;161;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;BRASÍLIA;GERALDO MAGELA PEREIRA;1313;Bancário e Economiário;PT;CENTRO-OESTE;Eleito;1;DF;9;78838;4085;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Solteiro(a);35 a 39 anos;Masculino;Superior completo;BRASÍLIA;ROBSON RAYMUNDO DA SILVA;1616;Professor de Ensino Fundamental;PSTU;CENTRO-OESTE;Não Eleito;1;DF;9;78838;17;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Solteiro(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;CLAUDIO PEREIRA SANTANA;1355;Servidor Público Federal;PT;CENTRO-OESTE;Suplente;1;DF;9;78838;143;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASÍLIA;RODRIGO SOBRAL ROLLEMBERG;4040;Servidor Público Federal;PSB;CENTRO-OESTE;Eleito;1;DF;9;78838;3404;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);50 a 54 anos;Feminino;Superior completo;BRASÍLIA;ROMILDA TEIXEIRA SHINTATE;4522;Advogado;PSDB;CENTRO-OESTE;Suplente;1;DF;9;78838;12;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Solteiro(a);65 a 69 anos;Feminino;Superior completo;BRASÍLIA;NAIR ALVES DE ANDRADE;1514;Professor de Ensino Médio;PMDB;CENTRO-OESTE;Suplente;1;DF;9;78838;131;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASÍLIA;LUIS HENRIQUE VITAL BRASIL BOGADO;3113;Bancário e Economiário;PHS;CENTRO-OESTE;Não Eleito;1;DF;10;53926;22;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;BRASÍLIA;ANTONIO DONISETE DOS ANJOS;3117;Outros;PHS;CENTRO-OESTE;Não Eleito;1;DF;10;53926;19;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;IZALCI LUCAS FERREIRA;2500;Deputado;PFL;CENTRO-OESTE;Suplente;1;DF;10;53926;3889;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);55 a 59 anos;Masculino;Superior completo;BRASÍLIA;SEBASTIÃO AUGUSTO BUANI;7070;Empresário;PT do B;CENTRO-OESTE;Suplente;1;DF;11;44505;42;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Solteiro(a);40 a 44 anos;Masculino;Ensino Médio completo;BRASÍLIA;PEDRO JOSE DE CASTRO;1115;Auxiliar de Escritório e Assemelhados;PP;CENTRO-OESTE;Não Eleito;1;DF;11;44505;25;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;BRASÍLIA;JOSE RUBENS BENTO;2501;Empresário;PFL;CENTRO-OESTE;Suplente;1;DF;12;94654;863;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);30 a 34 anos;Masculino;Superior incompleto;BRASÍLIA;WILDEMAR GUIRRA VERAS;1717;Servidor Público Federal;PSL;CENTRO-OESTE;Não Eleito;1;DF;12;94654;58;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Viúvo(a);50 a 54 anos;Feminino;Ensino Médio completo;BRASÍLIA;IVONE FERNANDES CARNEIRO;1522;Comerciante;PMDB;CENTRO-OESTE;Suplente;1;DF;12;94654;32;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Separado(a) judicialmente;45 a 49 anos;Masculino;Ensino Médio completo;BRASÍLIA;HELIO PEREIRA PINTO;3177;Outros;PHS;CENTRO-OESTE;Não Eleito;1;DF;13;103478;25;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Divorciado(a);65 a 69 anos;Feminino;Superior completo;BRASÍLIA;MARIA LAURA SALES PINHEIRO;1331;Servidor Público Civil Aposentado;PT;CENTRO-OESTE;Suplente;1;DF;13;103478;347;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Separado(a) judicialmente;45 a 49 anos;Masculino;Superior incompleto;BRASÍLIA;WILTON TAPAJÓS MACÊDO;3131;Servidor Público Federal;PHS;CENTRO-OESTE;Não Eleito;1;DF;13;103478;56;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Solteiro(a);21 a 24 anos;Masculino;Superior incompleto;BRASÍLIA;AUGUSTO ROLIM SARAIVA;2929;Estudante, Bolsista, Estagiário e Assemelhados;PCO;CENTRO-OESTE;Não Eleito;1;DF;13;103478;78;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior incompleto;BRASÍLIA;LEVY DA COSTA PÉRES;1221;Policial Militar;PDT;CENTRO-OESTE;Não Eleito;1;DF;13;103478;4;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);55 a 59 anos;Feminino;Superior incompleto;BRASÍLIA;JOSINA MARA DE MELO DE LIMA SANTOS XAVIER SILVA DOS ANJOS;1599;Empresário;PMDB;CENTRO-OESTE;Suplente;1;DF;13;103478;54;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;BRASÍLIA;RENATO DUARTE PEREIRA BARBOSA;1799;Bombeiro Militar;PSL;CENTRO-OESTE;Não Eleito;1;DF;14;89890;6;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Divorciado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;MIGUEL JERONIMO DE MAYA VIANNA;5001;Servidor Público Federal;PSOL;CENTRO-OESTE;Não Eleito;1;DF;15;75869;3;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASÍLIA;RODRIGO SOBRAL ROLLEMBERG;4040;Servidor Público Federal;PSB;CENTRO-OESTE;Eleito;1;DF;15;75869;2806;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);50 a 54 anos;Feminino;Superior completo;BRASÍLIA;ROMILDA TEIXEIRA SHINTATE;4522;Advogado;PSDB;CENTRO-OESTE;Suplente;1;DF;15;75869;9;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;PAULO CÉZAR CASTANHEIRO COELHO;4566;Jornalista e Redator;PSDB;CENTRO-OESTE;Suplente;1;DF;15;75869;279;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;FREDO EBLING JUNIOR;6565;Economista;PC do B;CENTRO-OESTE;Suplente;1;DF;16;67791;810;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;ERI RODRIGUES VARELA;1545;Advogado;PMDB;CENTRO-OESTE;Suplente;1;DF;15;75869;432;2022-05-12 13:48:48
2006;Presidente;97012;#NE;Divorciado(a);45 a 49 anos;Feminino;Superior completo;BRASÍLIA;ANA MARIA TEIXEIRA RANGEL;44;Cientista Político;PRP;CENTRO-OESTE;Não Eleito;1;DF;1;105582;137;2022-05-12 13:52:16
2006;Presidente;97012;#NE;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;GERALDO JOSÉ RODRIGUES ALCKMIN FILHO;45;Médico;PSDB;CENTRO-OESTE;Segundo turno;1;DF;3;100635;41690;2022-05-12 13:52:16
2006;Presidente;97012;#NE;Separado(a) judicialmente;40 a 44 anos;Feminino;Superior completo;BRASÍLIA;HELOÍSA HELENA LIMA DE MORAES CARVALHO;50;Senador;PSOL;CENTRO-OESTE;Não Eleito;1;DF;9;86207;12826;2022-05-12 13:52:16
2006;Presidente;97012;#NE;Casado(a);65 a 69 anos;Masculino;Superior completo;BRASÍLIA;JOSÉ MARIA EYMAEL;27;Advogado;PSDC;CENTRO-OESTE;Não Eleito;1;DF;9;86207;119;2022-05-12 13:52:16
2006;Presidente;97012;#NE;Casado(a);65 a 69 anos;Masculino;Superior completo;BRASÍLIA;JOSÉ MARIA EYMAEL;27;Advogado;PSDC;CENTRO-OESTE;Não Eleito;1;DF;10;58478;73;2022-05-12 13:52:16
2006;Presidente;97012;#NE;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;GERALDO JOSÉ RODRIGUES ALCKMIN FILHO;45;Médico;PSDB;CENTRO-OESTE;Segundo turno;1;DF;10;58478;28740;2022-05-12 13:52:16
2006;Presidente;97012;#NE;Separado(a) judicialmente;40 a 44 anos;Feminino;Superior completo;BRASÍLIA;HELOÍSA HELENA LIMA DE MORAES CARVALHO;50;Senador;PSOL;CENTRO-OESTE;Não Eleito;1;DF;10;58478;7795;2022-05-12 13:52:16
2006;Presidente;97012;#NE;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;GERALDO JOSÉ RODRIGUES ALCKMIN FILHO;45;Médico;PSDB;CENTRO-OESTE;Segundo turno;1;DF;11;49773;20606;2022-05-12 13:52:16
2006;Presidente;97012;#NE;Divorciado(a);45 a 49 anos;Feminino;Superior completo;BRASÍLIA;ANA MARIA TEIXEIRA RANGEL;44;Cientista Político;PRP;CENTRO-OESTE;Não Eleito;1;DF;13;112053;172;2022-05-12 13:52:16
2006;Presidente;97012;#NE;Casado(a);65 a 69 anos;Masculino;Superior completo;BRASÍLIA;JOSÉ MARIA EYMAEL;27;Advogado;PSDC;CENTRO-OESTE;Não Eleito;1;DF;16;74091;86;2022-05-12 13:52:16
2006;Presidente;97012;#NE;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;GERALDO JOSÉ RODRIGUES ALCKMIN FILHO;45;Médico;PSDB;CENTRO-OESTE;Segundo turno;1;DF;12;102984;40735;2022-05-12 13:52:16
2006;Presidente;97012;#NE;Casado(a);60 a 64 anos;Masculino;Superior completo;BRASÍLIA;CRISTOVAM RICARDO CALVACANTI BUARQUE;12;Professor de Ensino Superior;PDT;CENTRO-OESTE;Não Eleito;1;DF;12;102984;4246;2022-05-12 13:52:16
2006;Presidente;97012;#NE;Divorciado(a);45 a 49 anos;Feminino;Superior completo;BRASÍLIA;ANA MARIA TEIXEIRA RANGEL;44;Cientista Político;PRP;CENTRO-OESTE;Não Eleito;1;DF;12;102984;184;2022-05-12 13:52:16
2006;Presidente;97012;#NE;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;GERALDO JOSÉ RODRIGUES ALCKMIN FILHO;45;Médico;PSDB;CENTRO-OESTE;Segundo turno;1;DF;17;68270;25084;2022-05-12 13:52:16
2006;Governador;97012;#NE;Separado(a) judicialmente;60 a 64 anos;Feminino;Superior completo;BRASÍLIA;MARIA DE LOURDES ABADIA;45;Governador;PSDB;CENTRO-OESTE;Não Eleito;1;DF;6;77611;16132;2022-05-12 13:52:16
2006;Governador;97012;#NE;Divorciado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;ANTONIO CARLOS DE ANDRADE;50;Servidor Público Federal;PSOL;CENTRO-OESTE;Não Eleito;1;DF;10;57406;2236;2022-05-12 13:52:16
2006;Governador;97012;#NE;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;JOSÉ ROBERTO ARRUDA;25;Deputado;PFL;CENTRO-OESTE;Eleito;1;DF;13;110891;61185;2022-05-12 13:52:16
2006;Governador;97012;#NE;Divorciado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;ANTONIO CARLOS DE ANDRADE;50;Servidor Público Federal;PSOL;CENTRO-OESTE;Não Eleito;1;DF;14;95581;8632;2022-05-12 13:52:16
2006;Governador;97012;#NE;Casado(a);45 a 49 anos;Feminino;Superior completo;BRASÍLIA;MARIA DE FATIMA PASSOS CAVALCANTE;27;Empresário;PSDC;CENTRO-OESTE;Não Eleito;1;DF;14;95581;442;2022-05-12 13:52:16
2006;Governador;97012;#NE;Divorciado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;ANTONIO CARLOS DE ANDRADE;50;Servidor Público Federal;PSOL;CENTRO-OESTE;Não Eleito;1;DF;15;81442;3635;2022-05-12 13:52:16
2006;Governador;97012;#NE;Separado(a) judicialmente;60 a 64 anos;Feminino;Superior completo;BRASÍLIA;MARIA DE LOURDES ABADIA;45;Governador;PSDB;CENTRO-OESTE;Não Eleito;1;DF;17;67540;11128;2022-05-12 13:52:16
2006;Senador;97012;#NE;Separado(a) judicialmente;40 a 44 anos;Masculino;Superior completo;BRASÍLIA;NEWTON LINS TEIXEIRA DE CARVALHO;170;Advogado;PSL;CENTRO-OESTE;Não Eleito;1;DF;8;61190;206;2022-05-12 13:52:16
2006;Senador;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASÍLIA;AGNELO SANTOS QUEIROZ FILHO;656;Deputado;PC do B;CENTRO-OESTE;Não Eleito;1;DF;10;55448;20694;2022-05-12 13:52:16
2006;Senador;97012;#NE;Solteiro(a);40 a 44 anos;Masculino;Superior incompleto;BRASÍLIA;EZEQUIEL SOUSA DO NASCIMENTO;123;Servidor Público Federal;PDT;CENTRO-OESTE;Não Eleito;1;DF;11;45518;2223;2022-05-12 13:52:16
2006;Senador;97012;#NE;Solteiro(a);35 a 39 anos;Masculino;Ensino Médio completo;BRASÍLIA;FRANCISCO JOSÉ TARGINO;161;Comerciário;PSTU;CENTRO-OESTE;Não Eleito;1;DF;11;45518;25;2022-05-12 13:52:16
2006;Deputado Federal;97012;#NE;Viúvo(a);50 a 54 anos;Feminino;Ensino Médio completo;BRASÍLIA;IVONE FERNANDES CARNEIRO;1522;Comerciante;PMDB;CENTRO-OESTE;Suplente;1;DF;1;93543;22;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASÍLIA;WILMAR LACERDA;1389;Professor de Ensino Médio;PT;CENTRO-OESTE;Suplente;1;DF;2;59888;231;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Solteiro(a);21 a 24 anos;Masculino;Superior incompleto;BRASÍLIA;AUGUSTO ROLIM SARAIVA;2929;Estudante, Bolsista, Estagiário e Assemelhados;PCO;CENTRO-OESTE;Não Eleito;1;DF;2;59888;13;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);40 a 44 anos;Feminino;Superior completo;BRASÍLIA;MARIA DO SOCORRO OLIVEIRA MARZOLA;5000;Servidor Público Federal;PSOL;CENTRO-OESTE;Não Eleito;1;DF;3;92397;28;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Separado(a) judicialmente;45 a 49 anos;Masculino;Superior incompleto;BRASÍLIA;WILTON TAPAJÓS MACÊDO;3131;Servidor Público Federal;PHS;CENTRO-OESTE;Não Eleito;1;DF;3;92397;42;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);45 a 49 anos;Feminino;Superior completo;BRASÍLIA;IVONE ARMANDO LUZARDO DE SOUSA;2570;Outros;PFL;CENTRO-OESTE;Suplente;1;DF;3;92397;162;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);35 a 39 anos;Masculino;Superior completo;BRASÍLIA;PAULO FERNANDO RAMOS SEREJO;4511;Servidor Público Estadual;PSDB;CENTRO-OESTE;Suplente;1;DF;3;92397;205;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Solteiro(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;CLAUDIO PEREIRA SANTANA;1355;Servidor Público Federal;PT;CENTRO-OESTE;Suplente;1;DF;4;74030;54;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;PAULO CÉZAR CASTANHEIRO COELHO;4566;Jornalista e Redator;PSDB;CENTRO-OESTE;Suplente;1;DF;4;74030;377;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);35 a 39 anos;Masculino;Superior completo;BRASÍLIA;ROGÉRIO SCHUMANN ROSSO;1500;Advogado;PMDB;CENTRO-OESTE;Suplente;1;DF;4;74030;4185;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);35 a 39 anos;Masculino;Superior incompleto;BRASÍLIA;FRANCISCO DE ASSIS ARAUJO;3190;Policial Militar;PHS;CENTRO-OESTE;Não Eleito;1;DF;5;74642;9;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;BRASÍLIA;ANTONIO DONISETE DOS ANJOS;3117;Outros;PHS;CENTRO-OESTE;Não Eleito;1;DF;5;74642;4;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASÍLIA;PAULO ROBERTO MIRANDA TORRES;1230;Servidor Público Federal;PDT;CENTRO-OESTE;Não Eleito;1;DF;5;74642;76;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASÍLIA;MAURO EVANGELISTA ESTEVES DUARTE;1234;Servidor Público Federal;PDT;CENTRO-OESTE;Não Eleito;1;DF;5;74642;51;2022-05-12 13:48:48
2006;Deputado Federal;97012;#NE;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;BRASÍLIA;GERALDO MAGELA PEREIRA;1313;Bancário e Economiário;PT;CENTRO-OESTE;Eleito;1;DF;6;72678;6597;2022-05-12 13:48:48
